Month,Rep,Trt_Nut,Trt_Shell,Trt,Nematoda,Clitellio,Tubificoides,Mya,Gammarus,CulicidaeLarvae,Littorina,Eteone,Jaera,Cerebratulus,Ostracoda,Limecola,Hydrobiidae,Mytilus,Hediste,Gammaridae,Streblospio,InsectaLarvae,Nephtys,Polydora,Corophium
2,1,0,0,N0S0,8,3,32,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,26
2,1,0,L,N0SL,15,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,1,0,H,N0SH,7,17,30,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38
2,1,L,0,NLS0,8,18,42,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
2,1,L,L,NLSL,20,6,30,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16
2,1,L,H,NLSH,37,9,62,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
2,1,H,0,NHS0,56,58,34,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,17
2,1,H,L,NHSL,11,3,28,6,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,18
2,1,H,H,NHSH,23,17,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2,2,0,0,N0S0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59
2,2,0,L,N0SL,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22
2,2,0,H,N0SH,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30
2,2,L,0,NLS0,2,2,5,1,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,75
2,2,L,L,NLSL,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2,2,L,H,NLSH,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2,2,H,0,NHS0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2,2,H,L,NHSL,13,6,15,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39
2,2,H,H,NHSH,6,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39
2,3,0,0,N0S0,7,10,42,6,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,24
2,3,0,L,N0SL,18,7,40,9,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,55
2,3,0,H,N0SH,46,3,17,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
2,3,L,0,NLS0,10,17,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2,3,L,L,NLSL,14,12,17,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2,3,L,H,NLSH,13,8,33,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50
2,3,H,0,NHS0,53,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32
2,3,H,L,NHSL,7,8,33,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,46
2,3,H,H,NHSH,1,4,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2,4,0,0,N0S0,9,0,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44
2,4,0,L,N0SL,5,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2,4,0,H,N0SH,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2,4,L,0,NLS0,11,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46
2,4,L,L,NLSL,4,4,19,14,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11
2,4,L,H,NLSH,4,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33
2,4,H,0,NHS0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2,4,H,L,NHSL,18,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32
2,4,H,H,NHSH,0,0,3,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
2,5,0,0,N0S0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,33
2,5,0,L,N0SL,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19
2,5,0,H,N0SH,0,1,13,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
2,5,L,0,NLS0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16
2,5,L,L,NLSL,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2,5,L,H,NLSH,0,6,18,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,48
2,5,H,0,NHS0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19
2,5,H,L,NHSL,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12
2,5,H,H,NHSH,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
2,6,0,0,N0S0,5,6,28,3,0,0,0,3,0,0,0,1,0,0,0,0,11,0,0,0,15
2,6,0,L,N0SL,49,10,27,7,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,20
2,6,0,H,N0SH,55,0,9,22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49
2,6,L,0,NLS0,83,6,12,10,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,44
2,6,L,L,NLSL,12,12,44,3,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,36
2,6,L,H,NLSH,90,9,28,11,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,46
2,6,H,0,NHS0,40,3,10,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34
2,6,H,L,NHSL,28,0,36,8,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,41
2,6,H,H,NHSH,4,8,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2,7,0,0,N0S0,0,19,3,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18
2,7,0,L,N0SL,3,27,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10
2,7,0,H,N0SH,1,21,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15
2,7,L,0,NLS0,3,7,4,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,13
2,7,L,L,NLSL,0,34,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9
2,7,L,H,NLSH,4,17,4,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,30
2,7,H,0,NHS0,14,23,13,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,29
2,7,H,L,NHSL,6,6,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29
2,7,H,H,NHSH,7,12,0,14,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,24
2,8,0,0,N0S0,0,20,42,5,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0
2,8,0,L,N0SL,4,66,45,4,0,0,0,4,0,0,0,2,0,0,0,0,4,0,0,0,10
2,8,0,H,N0SH,19,13,34,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9
2,8,L,0,NLS0,0,30,27,3,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,3
2,8,L,L,NLSL,7,33,43,9,0,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,2
2,8,L,H,NLSH,2,10,37,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4
2,8,H,0,NHS0,2,48,50,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6
2,8,H,L,NHSL,16,3,21,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
2,8,H,H,NHSH,27,2,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
